,No,gross,budget,aspect_ratio,title_year,director_name,actor_1_name,actor_2_name,actor_3_name,color,duration,language
185,1951264,864912963.0,130000000.0,1.43 : 1 (IMAX version: arena sequence),2013.0,Francis Lawrence,Jennifer Lawrence,Liam Hemsworth,Jack Quaid,Color,146,English
186,2224026,387663547.0,135000000.0,1.85 : 1,2015.0,Tim Johnson,Jim Parsons,Rihanna,Steve Martin,Color,94,English
187,0407304,591745540.0,132000000.0,1.85 : 1,2005.0,Steven Spielberg,Tom Cruise,Dakota Fanning,Miranda Otto,Color,116,English
188,0172156,273339556.0,130000000.0,2.39 : 1,2003.0,Michael Bay,Martin Lawrence,Will Smith,Jordi Mollà,Color,147,English
189,0448694,554987477.0,130000000.0,2.35 : 1,2011.0,Chris Miller,Antonio Banderas,Salma Hayek,Zach Galifianakis,Color,90,English
190,0944835,293503304.0,110000000.0,2.39 : 1,2010.0,Phillip Noyce,Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Color,100,English
191,1959490,362637473.0,125000000.0,1.85 : 1,2014.0,Darren Aronofsky,Russell Crowe,Jennifer Connelly,Ray Winstone,Color,138,English
192,0983193,373993951.0,135000000.0,2.39 : 1,2011.0,Steven Spielberg,Jamie Bell,Andy Serkis,Daniel Craig,Color,107,English
193,0304141,796688549.0,130000000.0,2.39 : 1,2004.0,Alfonso Cuarón,Daniel Radcliffe,Richard Griffiths,Pam Ferris,Color,142,English
194,0455824,211342221.0,130000000.0,2.39 : 1,2008.0,Baz Luhrmann,Shea Adams,Eddie Baroo,Ray Barrett,Color,165,English
195,1815862,243843127.0,130000000.0,2.35 : 1,2013.0,M. Night Shyamalan,Jaden Smith,Will Smith,Sophie Okonedo,Color::(ACES),100,English
196,0130623,354248063.0,127500000.0,1.85 : 1,2000.0,Eric Leighton,Alfre Woodard,Ossie Davis,Max Casella,Color,82,English
197,1680310,,,,2011.0,Matt Birch,Adam Sopp,Rupert Grint,Alice Keenan,Color,,English
198,2692250,363204635.0,127000000.0,1.85 : 1,2014.0,Shawn Levy,Ben Stiller,Robin Williams,Owen Wilson,Color,98,English
199,1001526,321885765.0,130000000.0,2.39 : 1,2010.0,Tom McGrath,Will Ferrell,Brad Pitt,Tina Fey,Color,95,English
200,0241527,974755371.0,125000000.0,2.39 : 1,2001.0,Chris Columbus,Richard Harris,Maggie Smith,Robbie Coltrane,Color::(Technicolor),152,English
201,0790736,78324220.0,130000000.0,2.35 : 1,2013.0,Robert Schwentke,Jeff Bridges,Ryan Reynolds,Kevin Bacon,Color,96,English
202,0325980,654264015.0,140000000.0,2.39 : 1,2003.0,Gore Verbinski,Johnny Depp,Geoffrey Rush,Orlando Bloom,Color,143,English
203,1571403,,,,2010.0,Matt Birch,Adam Sopp,Rupert Grint,Alice Keenan,Color,,English
204,1951265,755356711.0,125000000.0,2.35 : 1,2014.0,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Color,123,English
205,0382625,758239851.0,125000000.0,2.39 : 1,2006.0,Ron Howard,Tom Hanks,Audrey Tautou,Ian McKellen,Color,149,English
206,2357291,500188435.0,103000000.0,2.39 : 1,2014.0,Carlos Saldanha,Jake T. Austin,Carlinhos Brown,Kristin Chenoweth,Color,101,English
207,0290334,407711549.0,110000000.0,2.39 : 1,2003.0,Bryan Singer,Patrick Stewart,Hugh Jackman,Ian McKellen,Color,134,English
208,1596343,626137675.0,125000000.0,2.39 : 1,2011.0,Justin Lin,Vin Diesel,Paul Walker,Jordana Brewster,Color,130,English
209,1515091,545448418.0,125000000.0,2.39 : 1,2011.0,Guy Ritchie,Robert Downey Jr.,Jude Law,Noomi Rapace,Color,129,English
210,0800320,493214993.0,125000000.0,2.39 : 1,2010.0,Louis Leterrier,Sam Worthington,Liam Neeson,Ralph Fiennes,Color,106,English
211,0100802,141905000.0,65000000.0,1.85 : 1,1990.0,Paul Verhoeven,Arnold Schwarzenegger,Rachel Ticotin,Sharon Stone,Color,113,English
212,0120657,29000000.0,160000000.0,2.39 : 1,1999.0,John McTiernan,Antonio Banderas,Diane Venora,Dennis Storhøi,Color,102,English
213,1194173,276144750.0,125000000.0,2.39 : 1,2012.0,Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Color,135,English
214,0118688,238207122.0,125000000.0,1.85 : 1,1997.0,Joel Schumacher,Arnold Schwarzenegger,George Clooney,Chris O'Donnell,Color,125,English
215,0170016,345141403.0,123000000.0,1.85 : 1,2000.0,Ron Howard,Jim Carrey,Taylor Momsen,Kelley,Color,104,English
216,0319262,544272402.0,125000000.0,2.39 : 1,2004.0,Roland Emmerich,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Color,124,English
217,0120755,565400000.0,125000000.0,2.39 : 1,2000.0,John Woo,Tom Cruise,Dougray Scott,Thandiwe Newton,Color,123,English
218,0177971,328718434.0,140000000.0,2.39 : 1,2000.0,Wolfgang Petersen,George Clooney,Mark Wahlberg,John C. Reilly,Color,130,English
219,0486576,289047763.0,130000000.0,2.35 : 1,2007.0,Tim Story,Ioan Gruffudd,Jessica Alba,Chris Evans,Color,92,English
220,0454876,609016565.0,120000000.0,1.33 : 1 (some scenes),2012.0,Ang Lee,Suraj Sharma,Irrfan Khan,Ayush Tandon,Color,127,English
221,0259324,228738393.0,110000000.0,2.35 : 1,2007.0,Mark Steven Johnson,Matt Long,Raquel Alessi,Brett Cullen,Color::(Cinevex),110,English
222,4196776,415484914.0,120000000.0,2.39 : 1,2016.0,Paul Greengrass,Matt Damon,Tommy Lee Jones,Alicia Vikander,Color,123,English
223,0305357,158345677.0,120000000.0,1.78 : 1 (one scene),2003.0,McG,Cameron Diaz,Drew Barrymore,Lucy Liu,Color,106,English
224,1446714,403354469.0,130000000.0,1.66 : 1 (IMAX 3D 70mm version),2012.0,Ridley Scott,Noomi Rapace,Michael Fassbender,Charlize Theron,Color,124,English
225,0243585,169956806.0,120000000.0,1.66 : 1 (negative ratio),2002.0,Rob Minkoff,Michael J. Fox,Geena Davis,Hugh Laurie,Color,77,English
226,1535108,286140700.0,115000000.0,2.35 : 1,2013.0,Neill Blomkamp,Matt Damon,Jodie Foster,Sharlto Copley,Color::(ACES),109,English
227,0296572,115772733.0,105000000.0,2.35 : 1,2004.0,David Twohy,Vin Diesel,Colm Feore,Thandiwe Newton,Color,119,English
228,1234721,242688965.0,100000000.0,2.35 : 1,2014.0,José Padilha,Joel Kinnaman,Gary Oldman,Michael Keaton,Color,117,English
229,0811080,93945766.0,120000000.0,2.35 : 1,2008.0,Lana Wachowski,Emile Hirsch,Nicholas Elia,Susan Sarandon,Color,135,English
230,1341188,,120000000.0,1.85 : 1,2010.0,James L. Brooks,Reese Witherspoon,Paul Rudd,Owen Wilson,Color,121,English
231,1013743,261930436.0,117000000.0,2.35 : 1,2010.0,James Mangold,Tom Cruise,Cameron Diaz,Peter Sarsgaard,Color,109,English
232,1483013,286168572.0,120000000.0,1.90 : 1 (IMAX version),2013.0,Joseph Kosinski,Tom Cruise,Morgan Freeman,Olga Kurylenko,Color,124,English
233,0121766,848754768.0,113000000.0,2.39 : 1,2005.0,George Lucas,Ewan McGregor,Natalie Portman,Hayden Christensen,Color,140,English
234,0121765,649398328.0,115000000.0,2.39 : 1,2002.0,George Lucas,Ewan McGregor,Natalie Portman,Hayden Christensen,Color,142,English
235,0198781,562816256.0,115000000.0,1.66 : 1 (negative ratio),2001.0,Pete Docter,John Goodman,Billy Crystal,Mary Gibbs,Color,92,English
236,1430132,414828246.0,120000000.0,2.39 : 1,2013.0,James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Color,126,English
237,0120915,1027044677.0,115000000.0,2.39 : 1,1999.0,George Lucas,Liam Neeson,Ewan McGregor,Natalie Portman,Color,136,English
238,0481499,587204668.0,135000000.0,2.35 : 1,2013.0,Kirk DeMicco,Nicolas Cage,Emma Stone,Ryan Reynolds,Color,98,English
239,0463872,132856738.0,,2.35 : 1,2008.0,Frédéric Forestier,Gérard Depardieu,Clovis Cornillac,Benoît Poelvoorde,Color,116,French
240,0245562,77628265.0,115000000.0,2.39 : 1,2002.0,John Woo,Nicolas Cage,Adam Beach,Peter Stormare,Color,134,English
241,2381991,165536477.0,115000000.0,2.39 : 1,2016.0,Cedric Nicolas-Troyan,Chris Hemsworth,Charlize Theron,Jessica Chastain,Color,114,English
242,1291150,493333584.0,125000000.0,2.35 : 1,2014.0,Jonathan Liebesman,Megan Fox,Will Arnett,William Fichtner,Color,101,English
243,1454468,723192705.0,100000000.0,2.39 : 1,2013.0,Alfonso Cuarón,Sandra Bullock,George Clooney,Ed Harris,Color,91,English
244,0118928,178127760.0,116000000.0,2.39 : 1,1997.0,Roger Donaldson,Pierce Brosnan,Linda Hamilton,Jamie Renée Smith,Color,108,English
245,3949660,245623848.0,135000000.0,2.35 : 1,2016.0,Dave Green,Megan Fox,Will Arnett,Laura Linney,Color,112,English
246,1502712,167977596.0,120000000.0,2.35 : 1,2015.0,Josh Trank,Miles Teller,Michael B. Jordan,Kate Mara,Color,100,English
247,0477347,574480841.0,110000000.0,1.85 : 1,2006.0,Shawn Levy,Ben Stiller,Carla Gugino,Dick Van Dyke,Color,108,English
248,2126355,473990832.0,110000000.0,2.39 : 1,2015.0,Brad Peyton,Dwayne Johnson,Carla Gugino,Alexandra Daddario,Color,114,English
249,0120347,221300000.0,110000000.0,2.20 : 1 (70 mm prints),1997.0,Roger Spottiswoode,Pierce Brosnan,Jonathan Pryce,Michelle Yeoh,Color,119,English
250,0187393,215294342.0,110000000.0,2.39 : 1,2000.0,Roland Emmerich,Mel Gibson,Heath Ledger,Joely Richardson,Color,165,English
251,0349903,362744280.0,110000000.0,2.39 : 1,2004.0,Steven Soderbergh,Brad Pitt,Catherine Zeta-Jones,George Clooney,Color,125,English
252,0356910,478207520.0,120000000.0,2.39 : 1,2005.0,Doug Liman,Brad Pitt,Angelina Jolie,Vince Vaughn,Color,120,English
253,2908446,297276329.0,110000000.0,2.35 : 1,2015.0,Robert Schwentke,Kate Winslet,Jai Courtney,Mekhi Phifer,Color,119,English
254,0338751,213741459.0,110000000.0,2.39 : 1,2004.0,Martin Scorsese,Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,Color,170,English
255,1320261,237382724.0,112000000.0,2.35 : 1,2010.0,Rob Letterman,Jack Black,Jason Segel,Emily Blunt,Color,85,English
256,0990407,227817248.0,120000000.0,2.35 : 1,2011.0,Michel Gondry,Seth Rogen,Jay Chou,Cameron Diaz,Color,119,English
257,0084967,,,4:3,1983.0,,George Peppard,Dwight Schultz,Mr. T,Color,60,English
258,1253863,337580051.0,110000000.0,2.35 : 1,2014.0,Noam Murro,Sullivan Stapleton,Eva Green,Lena Headey,Color,102,English
259,0472181,563749323.0,110000000.0,1.78 : 1 (negative ratio),2011.0,Raja Gosnell,Hank Azaria,Neil Patrick Harris,Jayma Mays,Color,103,English
260,0299172,103951461.0,110000000.0,1.66 : 1 (negative ratio),2004.0,Will Finn,G.W. Bailey,Roseanne Barr,Bobby Block,Color,76,English
261,3410834,179246868.0,110000000.0,2.35 : 1,2016.0,Robert Schwentke,Shailene Woodley,Theo James,Naomi Watts,Color,120,English
262,0433035,299268508.0,110000000.0,2.35 : 1,2011.0,Shawn Levy,Hugh Jackman,Dakota Goyo,Evangeline Lilly,Color,127,English
263,2017020,347545360.0,105000000.0,1.85 : 1,2013.0,Raja Gosnell,Hank Azaria,Neil Patrick Harris,Brendan Gleeson,Color,105,English
264,0120179,115900000.0,160000000.0,2:39 : 1,1997.0,Jan de Bont,Sandra Bullock,Jason Patric,Willem Dafoe,Color,121,English
265,1731141,125537191.0,110000000.0,2.35 : 1,2013.0,Gavin Hood,Asa Butterfield,Harrison Ford,Hailee Steinfeld,Color,114,English
266,0337978,383531464.0,110000000.0,2.35 : 1,2007.0,Len Wiseman,Bruce Willis,Timothy Olyphant,Justin Long,Color,128,English
267,0120737,871530324.0,93000000.0,2.39 : 1,2001.0,Peter Jackson,Alan Howard,Noel Appleby,Sean Astin,Color,178,English
268,0327437,48170758.0,110000000.0,2.39 : 1,2004.0,Frank Coraci,Jackie Chan,Steve Coogan,Cécile de France,Color,120,English
269,0248667,87713825.0,107000000.0,2.39 : 1,2001.0,Michael Mann,Will Smith,Jamie Foxx,Jon Voight,Color,157,English
270,0312528,133960541.0,109000000.0,1.85 : 1,2003.0,Bo Welch,Mike Myers,Alec Baldwin,Kelly Preston,Color,82,English
271,0343818,146700000.0,120000000.0,1.78 : 1 (3-D version),2004.0,Alex Proyas,Will Smith,Bridget Moynahan,Alan Tudyk,Color::(Alphacine),115,English
272,0320661,211652051.0,130000000.0,2.39 : 1,2005.0,Ridley Scott,Martin Hancock,Michael Sheen,Nathalie Cox,Color,144,German
273,0164912,300135367.0,133000000.0,1.85 : 1,1999.0,Rob Minkoff,Michael J. Fox,Geena Davis,Hugh Laurie,Color,84,English
274,0780521,267045765.0,105000000.0,1.85 : 1,2009.0,Ron Clements,Anika Noni Rose,Bruno Campos,Keith David,Color,97,English
275,3659388,629281283.0,108000000.0,2.39 : 1,2015.0,Ridley Scott,Matt Damon,Jessica Chastain,Kristen Wiig,Color,144,English
276,1869849,,,,2010.0,Christopher Barnard,Mathew Buck,,,,22,
277,0399201,162949164.0,126000000.0,2.39 : 1,2005.0,Michael Bay,Ewan McGregor,Scarlett Johansson,Djimon Hounsou,Color,136,English
278,0141907,3652318.0,90000000.0,1.85 : 1,2001.0,Peter Chelsom,Warren Beatty,Nastassja Kinski,Diane Keaton,Color,104,English
279,0187078,237202299.0,90000000.0,2.39 : 1,2000.0,Dominic Sena,Nicolas Cage,Giovanni Ribisi,Angelina Jolie,Color::(Technicolor),118,English
280,0172495,457640427.0,103000000.0,2.39 : 1,2000.0,Ridley Scott,Russell Crowe,Joaquin Phoenix,Connie Nielsen,Color,155,English
281,0181689,358372926.0,102000000.0,2.39 : 1,2002.0,Steven Spielberg,Tom Cruise,Max von Sydow,Steve Harris,Color,145,English
282,0295297,878979634.0,100000000.0,2.39 : 1,2002.0,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Color,161,English
283,0381061,599045960.0,150000000.0,2.39 : 1,2006.0,Martin Campbell,Daniel Craig,Eva Green,Mads Mikkelsen,Color,144,English
284,0133152,362211740.0,100000000.0,2.35 : 1,2001.0,Tim Burton,Mark Wahlberg,Tim Roth,Helena Bonham Carter,Color,119,English
285,0103064,315000000.0,102000000.0,2.39 : 1,1991.0,James Cameron,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Color::(CFI),137,English
286,1152836,214104620.0,100000000.0,2.35 : 1,2009.0,Michael Mann,Christian Bale,Christian Stolte,Jason Clarke,Color,140,English
287,0765429,266465037.0,100000000.0,1.85 : 1,2007.0,Ridley Scott,Denzel Washington,Russell Crowe,Chiwetel Ejiofor,Color,157,English
288,0111503,378882411.0,100000000.0,1.78 : 1 (open matte),1994.0,James Cameron,Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,Color,141,English
289,1111422,150166126.0,100000000.0,1.78 : 1 (Open Matte) (HDTV & Digital),2009.0,Tony Scott,Denzel Washington,John Travolta,Luis Guzmán,Color,106,English
290,0970866,310650585.0,100000000.0,1.85 : 1,2010.0,Paul Weitz,Robert De Niro,Ben Stiller,Owen Wilson,Color,98,English
291,1386588,170432927.0,100000000.0,2.35 : 1,2010.0,Adam McKay,Will Ferrell,Derek Jeter,Mark Wahlberg,Color,107,English
292,0116213,242295562.0,100000000.0,2.39 : 1,1996.0,Chuck Russell,Arnold Schwarzenegger,James Caan,Vanessa Williams,Color,115,English
293,1853728,425368238.0,100000000.0,2.39 : 1,2012.0,Quentin Tarantino,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Color,165,English
294,0116583,325338851.0,100000000.0,1.66 : 1 (negative ratio),1996.0,Gary Trousdale,Jason Alexander,Mary Kay Bergman,Corey Burton,Color,91,English
295,0120917,169327687.0,100000000.0,1.66 : 1,2000.0,Mark Dindal,David Spade,John Goodman,Eartha Kitt,Color,78,English
296,1764651,268993000.0,100000000.0,2.35 : 1,2012.0,Simon West,Sylvester Stallone,Jason Statham,Jet Li,Color,103,English
297,0368891,347451894.0,100000000.0,2.39 : 1,2004.0,Jon Turteltaub,Nicolas Cage,Diane Kruger,Justin Bartha,Color,131,English
298,0449010,174400164.0,100000000.0,2.35 : 1,2006.0,Stefen Fangmeier,Ed Speleers,Jeremy Irons,Sienna Guillory,Color,104,English
299,0386117,100086793.0,100000000.0,2.39 : 1,2009.0,Spike Jonze,Max Records,Pepita Emmerichs,Max Pfeifer,Color,101,English
300,0848537,268426634.0,100000000.0,2.35 : 1,2013.0,Chris Wedge,Blake Anderson,Aziz Ansari,Allison Bills,Color,102,English
301,1243957,278346189.0,100000000.0,2.35 : 1,2010.0,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie,Paul Bettany,Color,103,English
302,0146675,211989043.0,100000000.0,2.39 : 1,1999.0,Peter Hyams,Arnold Schwarzenegger,Gabriel Byrne,Robin Tunney,Color,122,English
303,0450259,171407179.0,100000000.0,2.35 : 1,2006.0,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,Color,143,English
304,0993846,392000694.0,100000000.0,1.33 : 1 (some scenes),2013.0,Martin Scorsese,Leonardo DiCaprio,Jonah Hill,Margot Robbie,Color,180,English
305,0112462,152500000.0,100000000.0,1.85 : 1,1995.0,Joel Schumacher,Val Kilmer,Tommy Lee Jones,Jim Carrey,Color,121,English
306,0120201,121214377.0,105000000.0,1.85 : 1,1997.0,Paul Verhoeven,Casper Van Dien,Dina Meyer,Denise Richards,Color::(Technicolor),129,English
307,1371111,130482868.0,102000000.0,2.39:1,2012.0,Tom Tykwer,Tom Hanks,Halle Berry,Jim Broadbent,Color,172,English
308,1219342,140073390.0,80000000.0,2.35 : 1,2010.0,Zack Snyder,Emily Barclay,Abbie Cornish,Essie Davis,Color,97,English
309,0327554,82102379.0,100000000.0,2.35 : 1,2004.0,Pitof,Halle Berry,Benjamin Bratt,Sharon Stone,Color,104,English
310,1267297,244819862.0,100000000.0,2.35 : 1,2014.0,Brett Ratner,Dwayne Johnson,Ian McShane,John Hurt,Color,98,English
311,0133240,109578115.0,140000000.0,1.66 : 1,2002.0,Ron Clements,Roscoe Lee Browne,Corey Burton,Dane A. Davis,Color,95,English
312,0457400,68777554.0,100000000.0,1.85 : 1,2009.0,Brad Silberling,Will Ferrell,Anna Friel,Danny McBride,Color,102,English
313,2333784,206172544.0,80000000.0,2.39 : 1,2014.0,Patrick Hughes,Sylvester Stallone,Jason Statham,Harrison Ford,Color,126,English
314,2058673,133718711.0,105000000.0,2.35 : 1,2015.0,Ericson Core,Edgar Ramírez,Luke Bracey,Ray Winstone,Color,114,English
315,0362165,57552641.0,84000000.0,1.85 : 1,2005.0,Lawrence Guterman,Jamie Kennedy,Alan Cumming,Liam Falconer,Color,94,English
316,1390411,93920758.0,100000000.0,1.85 : 1,2015.0,Ron Howard,Chris Hemsworth,Benjamin Walker,Cillian Murphy,Color,122,English
317,0180052,2683893.0,100000000.0,1.85 : 1,2002.0,Ron Underwood,Eddie Murphy,Randy Quaid,Rosario Dawson,Color,95,English
318,0947810,94882549.0,100000000.0,2.35 : 1,2010.0,Paul Greengrass,Igal Naor,Said Faraj,Faycal Attougui,Color,115,English
319,2452042,246233113.0,99000000.0,1.85 : 1,2015.0,Steve Martino,Trombone Shorty,Rebecca Bloom,Anastasia Bredikhina,Color,88,English
320,0120176,,10000000.0,1.85 : 1,1997.0,David Mamet,Campbell Scott,Ricky Jay,Rebecca Pidgeon,Color,110,English
321,0209163,433013274.0,98000000.0,2.39 : 1,2001.0,Stephen Sommers,Brendan Fraser,Rachel Weisz,John Hannah,Color,130,English
322,0217505,193772504.0,100000000.0,2.35 : 1,2002.0,Martin Scorsese,Leonardo DiCaprio,Daniel Day-Lewis,Cameron Diaz,Color,167,English
323,1410063,95000000.0,94000000.0,2.35 : 1,2011.0,Yimou Zhang,Christian Bale,Ni Ni,Xinyi Zhang,Color,146,English
324,0423294,149044513.0,100000000.0,1.85 : 1,2007.0,Ash Brannon,Shia LaBeouf,Jeff Bridges,Zooey Deschanel,Color,85,English
325,0327162,102001626.0,90000000.0,1.85 : 1,2004.0,Frank Oz,Nicole Kidman,Matthew Broderick,Bette Midler,Color,93,English
326,0265086,172989651.0,92000000.0,2.39 : 1,2001.0,Ridley Scott,Josh Hartnett,Ewan McGregor,Tom Sizemore,Color,144,English
327,1790886,104907746.0,95000000.0,1.85 : 1,2012.0,Jay Roach,Will Ferrell,Zach Galifianakis,Jason Sudeikis,Color,85,English
328,0119116,263920180.0,93000000.0,2.39 : 1,1997.0,Luc Besson,Bruce Willis,Gary Oldman,Ian Holm,Color,126,English
329,1261945,294680778.0,100000000.0,1.85 : 1,2010.0,Michael Patrick King,Sarah Jessica Parker,Kristin Davis,Cynthia Nixon,Color,146,English
330,0138749,76529181.0,95000000.0,1.85 : 1,2000.0,Bibo Bergeron,Kevin Kline,Kenneth Branagh,Rosie Perez,Color,89,English
331,1667889,879765137.0,95000000.0,2.35 : 1,2012.0,Steve Martino,Aziz Ansari,Joy Behar,Christopher Campbell,Color,88,English
332,1661199,543514353.0,95000000.0,2.39 : 1,2015.0,Kenneth Branagh,Cate Blanchett,Lily James,Richard Madden,Color,105,English
333,0380510,93621340.0,65000000.0,2.39 : 1,2009.0,Peter Jackson,Mark Wahlberg,Rachel Weisz,Susan Sarandon,Color,135,English
334,0266543,936743261.0,94000000.0,1.33 : 1 (Pixar's Refraiming Process),2003.0,Andrew Stanton,Albert Brooks,Ellen DeGeneres,Alexander Gould,Color,100,English
335,0167260,1119929521.0,94000000.0,2.39 : 1,2003.0,Peter Jackson,Noel Appleby,Ali Astin,Sean Astin,Color,201,English
336,0167261,926047111.0,94000000.0,2.39 : 1,2002.0,Peter Jackson,Bruce Allpress,Sean Astin,John Bach,Color,179,English
337,1121096,114178613.0,95000000.0,1.90 : 1 (IMAX version: opening sequence),2014.0,Sergei Bodrov,Jeff Bridges,Ben Barnes,Julianne Moore,Color,102,English
338,0146316,274703340.0,115000000.0,2.39 : 1,2001.0,Simon West,Angelina Jolie,Jon Voight,Iain Glen,Color,100,English
339,2209764,109322309.0,100000000.0,2.35 : 1,2014.0,Wally Pfister,Johnny Depp,Rebecca Hall,Paul Bettany,Color,119,English
340,0163025,368780809.0,93000000.0,1.37 : 1 (negative ratio),2001.0,Joe Johnston,Sam Neill,William H. Macy,Téa Leoni,Color,92,English
341,1318514,482860185.0,93000000.0,2.35 : 1,2011.0,Rupert Wyatt,Andy Serkis,Karin Konoval,Terry Notary,Color,105,English
342,0416236,162839667.0,90000000.0,2.35 : 1,2008.0,Mark Waters,Freddie Highmore,Mary-Louise Parker,Nick Nolte,Color,96,English
343,1606378,304654182.0,92000000.0,1.85 : 1,2013.0,John Moore,Bruce Willis,Jai Courtney,Sebastian Koch,Color,98,English
344,0318974,25819961.0,107000000.0,2.35 : 1,2004.0,John Lee Hancock,Dennis Quaid,Billy Bob Thornton,Jason Patric,Color,137,English
345,0317705,631442092.0,92000000.0,1.33 : 1 (opening interviews),2004.0,Brad Bird,Craig T. Nelson,Holly Hunter,Samuel L. Jackson,Color::(interviews),115,English
346,0112760,,98000000.0,2.39 : 1,1995.0,Renny Harlin,Geena Davis,Matthew Modine,Frank Langella,Color,124,English
